Sigla,Codigo,Município,Despesa,Receita,score_total,Receita-capital,Despesa-capital,score_capital,PIB
BA,2908606,Conde,,,#DIV/0!,"240,000",1728194,7.200808,46106
BA,2908705,Condeúba,11990675,25503692,0.470154472,0,1525745,#DIV/0!,32357
BA,2908804,Contendas do Sincorá,,,#DIV/0!,"196,565",466775,2.374660,9973
BA,2908903,Coração de Maria,18592157,30899982,0.6016882965,"596,064",826499,1.386595,51346
BA,2909000,Cordeiros,9232818,12834260,0.7193884241,"1,010,030",752514,0.745041,13992
BA,2909109,Coribe,17527451,26038250,0.6731424334,"706,650",1038702,1.469896,34969
BA,2909208,Coronel João Sá,15778151,26582845,0.593546368,"63,523,512",68322233,1.075542,46726
BA,2909307,Correntina,42116520,74810614,0.5629752043,"1,366,022",6525451,4.776974,261286
BA,2909406,Cotegipe,13649339,23765583,0.5743321838,"293,935",890994,3.031265,27190
BA,2909505,Cravolândia,6807623,11518442,0.5910194465,0,981806,#DIV/0!,10329
BA,2909604,Crisópolis,19234208,31533993,0.6099515515,"1,137,306",2267897,1.994096,46272
BA,2909703,Cristópolis,11782669,20714014,0.5688259537,"1,261,590",1775963,1.407718,24177
BA,2909802,Cruz das Almas,41043825,69480836,0.5907215275,"2,077,148",6260757,3.014113,199715
BA,2909901,Curaçá,26531294,52712640,0.5033193929,"4,027,007",4700628,1.167276,67529
BA,2910008,Dário Meira,,,#DIV/0!,,,#DIV/0!,24042
BA,2910057,Dias d'Ávila,59845370,104196968,0.5743484788,"7,224,055",13923832,1.927426,969404
BA,2910107,Dom Basílio,10737461,20297383,0.5290071947,"601,920",1637066,2.719740,54658
BA,2910206,Dom Macedo Costa,5855004,9704666,0.6033184217,"438,387",1331965,3.038331,8627
BA,2910305,Elísio Medrado,,,#DIV/0!,"29,150",613636,21.050978,14298
BA,2910404,Encruzilhada,,,#DIV/0!,"157,312",534516,3.397814,53737
BA,2910503,Entre Rios,39129582,64815622,0.6037060351,"407,996",3783125,9.272458,134065
BA,2910602,Esplanada,37898046,69888088,0.5422675948,"221,770",1820953,8.210998,166038
BA,2910701,Euclides da Cunha,43986289,74142957,0.593263211,"26,640",7122037,267.343731,147387
BA,2910727,Eunápolis,92640790,155228133,0.5968041229,"1,561,110",19613328,12.563707,573293
BA,2910750,Fátima,13753260,27508956,0.4999557271,"2,572,332",2835172,1.102180,30179
BA,2910776,Feira da Mata,6269446,12334104,0.50830169,"333,420",787889,2.363053,16105
BA,2910800,Feira de Santana,267213462,580997993,0.4599214897,"36,435,918",42360704,1.162608,3316660
BA,2910859,Filadélfia,13148714,25726630,0.5110935396,"158,932",615306,3.871506,29026
BA,2910909,Firmino Alves,6723268,10816137,0.6215960616,"308,769",941061,3.047781,10560
BA,2911006,Floresta Azul,,,#DIV/0!,0,541818,#DIV/0!,20128
BA,2911105,Formosa do Rio Preto,33159421,58757416,0.5643444355,"2,013,849",6224461,3.090828,227860
BA,2911204,Gandu,22413496,36865737,0.6079763301,"285,000",3030260,10.632491,84648
BA,2911253,Gavião,5613166,10779787,0.5207121176,"124,082",649327,5.233033,8560
BA,2911303,Gentio do Ouro,9923200,19031066,0.5214211417,"1,809,877",3719131,2.054908,16756
BA,2911402,Glória,15284516,28777423,0.5311287104,0,1550782,#DIV/0!,26510
BA,2911501,Gongogi,,,#DIV/0!,510,801592,1571.964779,15281
BA,2911600,Governador Mangabeira,17838141,28869357,0.6178918667,"3,364,145",4052992,1.204762,44805
BA,2911659,Guajeru,11238692,15522948,0.7240050126,"20,000",888747,44.437350,15827
BA,2911709,Guanambi,55017147,92164090,0.5969477581,"3,464,835",8681594,2.505630,259727
BA,2911808,Guaratinga,,,#DIV/0!,"2,416",1536003,635.697051,51622
BA,2911857,Heliópolis,11698673,21238539,0.5508228597,"659,890",1289021,1.953386,22768
BA,2911907,Iaçu,23852660,40772349,0.5850205029,"2,478,699",2559918,1.032767,55651
BA,2912004,Ibiassucê,9473746,15813102,0.5991073471,"1,531,650",2286210,1.492645,22469
BA,2912103,Ibicaraí,24432482,35203194,0.6940416296,"898,306",2352985,2.619359,49885
BA,2912202,Ibicoara,,,#DIV/0!,"7,266",1435839,197.597599,97770
BA,2912301,Ibicuí,,,#DIV/0!,"246,000",1010506,4.107748,34309
BA,2912400,Ibipeba,14888072,25434062,0.5853595792,"1,575,415",1476163,0.936999,30817
BA,2912509,Ibipitanga,10499497,21100211,0.497601541,"2,146,996",3091762,1.440041,23307
BA,2912608,Ibiquera,4924497,9766700,0.5042129674,"362,265",598798,1.652927,8849
BA,2912707,Ibirapitanga,25117592,38338530,0.6551527302,"2,859,392",2090541,0.731114,51318
BA,2912806,Ibirapuã,9991186,16713542,0.5977898638,"864,272",2594435,3.001872,50829
BA,2912905,Ibirataia,22140892,31010896,0.7139713771,"532,620",1306829,2.453586,52775
BA,2913002,Ibitiara,12732005,23731879,0.5364937505,"649,118",1812870,2.792819,25396
BA,2913101,Ibititá,14557935,25598543,0.5687017117,"533,896",2103311,3.939554,37779
BA,2913200,Ibotirama,20304359,37633007,0.5395359214,"819,330",2359070,2.879267,64072
BA,2913309,Ichu,,,#DIV/0!,"491,887",608070,1.236200,10130
BA,2913408,Igaporã,14161734,24288249,0.5830693854,"1,341,292",2433265,1.814120,26744
BA,2913457,Igrapiúna,13261760,24367584,0.5442378026,"331,650",913375,2.754033,77384
BA,2913507,Iguaí,23015541,34971565,0.6581215635,"881,950",2258637,2.560957,44436
BA,2913606,Ilhéus,,,#DIV/0!,"16,435,543",41131334,2.502584,1000367
BA,2913705,Inhambupe,28837303,48323395,0.5967565584,"2,558,324",2533181,0.990172,91067
BA,2913804,Ipecaetá,13173351,24207541,0.5441837694,"2,356,830",3897638,1.653763,24587
BA,2913903,Ipiaú,36464651,53613631,0.6801376939,"2,182,628",4665055,2.137357,131791
BA,2914000,Ipirá,44724595,70581209,0.6336614988,"2,290,133",4993820,2.180581,126413
BA,2914109,Ipupiara,7328151,15362971,0.4770008628,"984,909",1205603,1.224075,16495
BA,2914208,Irajuba,,,#DIV/0!,"855,330",1376974,1.609875,13570
BA,2914307,Iramaia,12231954,21884833,0.5589238014,"475,770",2522879,5.302728,21212
BA,2914406,Iraquara,18254608,32354201,0.5642113506,"1,613,533",3610787,2.237814,44954
BA,2914505,Irará,24475988,40075864,0.6107413732,"3,277,509",4774746,1.456822,60892
BA,2914604,Irecê,58849333,107350285,0.5481991323,"3,325,164",6219351,1.870389,222331
BA,2914653,Itabela,,,#DIV/0!,"4,986,237",4342562,0.870910,112175
BA,2914703,Itaberaba,48244085,83556551,0.5773824363,"1,103,655",2438427,2.209412,169779
BA,2914802,Itabuna,,,#DIV/0!,"9,726,589",39880927,4.100197,1152304
BA,2914901,Itacaré,26095214,35671000,0.7315526254,"413,021",1882370,4.557564,49995
BA,2915007,Itaeté,15382027,24228797,0.6348654892,"60,700",1314654,21.658221,29340
BA,2915106,Itagi,,,#DIV/0!,"867,420",1459566,1.682652,27599
BA,2915205,Itagibá,19953278,34995404,0.5701685388,"730,463",3675666,5.031966,121148
BA,2915304,Itagimirim,9645541,15418478,0.6255831909,"1,501,578",2782926,1.853334,26920
BA,2915353,Itaguaçu da Bahia,14822993,22787595,0.6504852118,"1,552,300",1345863,0.867012,24306
BA,2915403,Itaju do Colônia,8326636,15258834,0.5456928524,602,293100,486.796213,18368
BA,2915502,Itajuípe,,,#DIV/0!,0,1341203,#DIV/0!,67043
BA,2915601,Itamaraju,39778552,81984328,0.4851970194,"2,357,523",6410685,2.719246,223738
BA,2915700,Itamari,11186976,16679975,0.6706830044,"236,340",1042121,4.409409,19691
BA,2915809,Itambé,22934225,32260885,0.7108988109,"287,928",844825,2.934156,52284
BA,2915908,Itanagra,,,#DIV/0!,"441,960",580569,1.313623,20043
BA,2916005,Itanhém,18079029,29912485,0.6043974164,"1,500,000",2934027,1.956018,57403
BA,2916104,Itaparica,,,#DIV/0!,"121,770",2509535,20.608812,51329
BA,2916203,Itapé,,,#DIV/0!,0,497179,#DIV/0!,21449
BA,2916302,Itapebi,15780951,26260681,0.6009345606,"1,054,458",2600529,2.466223,72553
BA,2916401,Itapetinga,56770965,92541618,0.6134641573,"3,105,568",5516694,1.776388,368856
BA,2916500,Itapicuru,27923724,44165637,0.6322499952,"900,594",3634594,4.035773,58899
BA,2916609,Itapitanga,8794845,17455473,0.5038445533,"260,000",1496506,5.755792,19388
BA,2916708,Itaquara,,,#DIV/0!,"175,376",402613,2.295719,15866
BA,2916807,Itarantim,15309651,27234623,0.5621392606,"354,302",1723605,4.864791,45676
BA,2916856,Itatim,19029615,25238037,0.7540053517,"1,252,145",1233767,0.985323,44714
BA,2916906,Itiruçu,10301604,18086103,0.5695867116,"888,754",2865674,3.224371,29897
BA,2917003,Itiúba,35659238,46113041,0.7733005081,"2,688,949",8771795,3.262165,58544
BA,2917102,Itororó,19099471,29403285,0.6495692829,"166,838",2739020,16.417246,41001
BA,2917201,Ituaçu,,,#DIV/0!,"281,023",1234116,4.391512,40298
BA,2917300,Ituberá,25959907,39516503,0.6569383627,"863,186",1558315,1.805307,76375
BA,2917334,Iuiú,11021520,18738886,0.58816302,"1,358,870",286515,0.210848,24884
BA,2917359,Jaborandi,12053095,28131865,0.4284499145,"855,068",5462901,6.388850,74313
BA,2917409,Jacaraci,13563169,21606003,0.6277500492,"2,347,991",5052809,2.151971,23478
BA,2917508,Jacobina,57013730,113525200,0.5022121046,"2,023,967",9754261,4.819377,273724
BA,2917607,Jaguaquara,33500600,58509643,0.5725654489,"607,408",4742436,7.807657,120323
BA,2917706,Jaguarari,28101088,50713614,0.554113309,"974,148",3985328,4.091091,173296
BA,2917805,Jaguaripe,,,#DIV/0!,"404,550",3250350,8.034486,32485
BA,2917904,Jandaíra,11421120,20179337,0.5659809314,"433,572",2105525,4.856229,27230
BA,2918001,Jequié,119551677,222775708,0.5366459291,"4,280,471",11379524,2.658475,747457
BA,2918100,Jeremoabo,26199798,53489813,0.4898091113,"142,260",2224507,15.636878,77739
BA,2918209,Jiquiriçá,10280832,20626618,0.4984254722,"47,948",762080,15.893789,25408
BA,2918308,Jitaúna,,,#DIV/0!,"1,073,790",2512022,2.339398,27928
BA,2918357,João Dourado,19422725,30796675,0.6306760548,"2,204,746",3539290,1.605305,53246
BA,2918407,Juazeiro,173031211,325098548,0.5322423379,"2,698,256",72140072,26.735818,859914
BA,2918456,Jucuruçu,,,#DIV/0!,"134,483",1336369,9.937117,30374
BA,2918506,Jussara,15772976,22958563,0.6870193027,"1,046,918",985241,0.941087,23829
BA,2918555,Jussari,,,#DIV/0!,0,560356,#DIV/0!,15583
BA,2918605,Jussiape,6854739,12161703,0.563633142,"308,453",611038,1.980977,13842
BA,2918704,Lafaiete Coutinho,5714028,10120220,0.5646149807,"676,929",733139,1.083037,9278
BA,2918753,Lagoa Real,12037458,22038921,0.5461908819,0,751163,#DIV/0!,22783
BA,2918803,Laje,25056429,36276919,0.6906989382,0,2471837,#DIV/0!,56325
BA,2918902,Lajedão,7292668,11483472,0.6350576926,"1,214,301",1789410,1.473613,15220
BA,2919009,Lajedinho,4871392,10720095,0.4544169001,"832,368",1854347,2.227797,9781
BA,2919058,Lajedo do Tabocal,8518675,14057578,0.605984499,"100,000",598426,5.984260,19883
BA,2919108,Lamarão,,,#DIV/0!,0,887199,#DIV/0!,13203
BA,2919157,Lapão,20064973,35034385,0.5727222833,"4,222,533",6730692,1.593994,53493
BA,2919207,Lauro de Freitas,164949393,321588357,0.5129209114,"1,276,525",13412599,10.507119,1408211
BA,2919306,Lençóis,9759331,18139329,0.5380205292,0,1732541,#DIV/0!,23514
BA,2919405,Licínio de Almeida,10332792,18991669,0.5440697266,"590,502",2251370,3.812641,25582
BA,2919504,Livramento de Nossa Senhora,29818406,52564178,0.5672761899,0,1513827,#DIV/0!,131304
BA,2919553,Luís Eduardo Magalhães,51364963,132002030,0.3891225219,"2,417,559",15184990,6.281126,937674
BA,2919603,Macajuba,10555359,19776221,0.533739943,"556,788",689031,1.237511,19514
BA,2919702,Macarani,16945005,30377927,0.5578064925,"1,227,000",2840809,2.315248,34845
BA,2919801,Macaúbas,34245035,62339547,0.5493308319,"5,063,649",7560256,1.493045,76155
BA,2919900,Macururé,10744708,13135208,0.8180082503,"150,809",309825,2.054416,12704
BA,2919926,Madre de Deus,71553268,139126324,0.5143043113,"648,900",10323765,15.909639,126160
BA,2919959,Maetinga,,,#DIV/0!,,,#DIV/0!,12289
BA,2920007,Maiquinique,9026659,14084264,0.6409038571,"280,000",756577,2.702061,25510
BA,2920106,Mairi,18741893,30392644,0.6166588554,"36,650",2508283,68.438827,33331
BA,2920205,Malhada,,,#DIV/0!,"1,284,431",0,0.000000,32821
BA,2920304,Malhada de Pedras,8601728,13107909,0.6562242369,"1,200,071",1126662,0.938830,14299
BA,2920403,Manoel Vitorino,16351945,26137901,0.6256028386,"100,579",899082,8.939065,26522
BA,2920452,Mansidão,9210839,19583314,0.4703412,"301,279",970835,3.222379,19128
BA,2920502,Maracás,18621313,35467194,0.5250292279,"813,926",1997539,2.454204,54747
BA,2920601,Maragogipe,32344401,50961141,0.634687537,"983,601",3431017,3.488220,87975
BA,2920700,Maraú,,,#DIV/0!,"100,057",1724485,17.235033,41483
BA,2920809,Marcionílio Souza,,,#DIV/0!,0,965053,#DIV/0!,20911
BA,2920908,Mascote,18007206,24651555,0.7304693798,"630,821",1046260,1.658569,28187
BA,2921005,Mata de São João,62804758,101093237,0.6212557786,"3,814,800",13839290,3.627789,157050
BA,2921054,Matina,10250730,19237218,0.5328592758,"124,808",967215,7.749604,17699
BA,2921104,Medeiros Neto,17329869,37265144,0.4650423284,"5,877,146",9788127,1.665456,72665
BA,2921203,Miguel Calmon,22346156,35243550,0.634049517,"417,344",1346601,3.226598,53133
BA,2921302,Milagres,9482409,19899728,0.4765094846,"957,158",1615134,1.687427,23088
BA,2921401,Mirangaba,20232202,30583446,0.6615409639,"387,885",2005400,5.170096,30609
BA,2921450,Mirante,8342052,16864647,0.4946473124,"1,741,082",2465462,1.416052,15592
BA,2921500,Monte Santo,51395629,72889681,0.7051152913,"76,850",5144651,66.943947,83717
BA,2921609,Morpará,6884046,13657378,0.5040533082,"376,699",1326507,3.521399,15867
BA,2921708,Morro do Chapéu,,,#DIV/0!,"2,994,308",5092030,1.700570,72591
BA,2921807,Mortugaba,10588103,18257565,0.5799296539,"532,239",1053838,1.980009,22518
BA,2921906,Mucugê,10216673,24042708,0.4249385144,"1,378,681",1368436,0.992569,99059
BA,2922003,Mucuri,56359260,94764310,0.59473086,"3,117,460",8375239,2.686559,443916
BA,2922052,Mulungu do Morro,11419223,19978939,0.5715630657,"569,378",1803054,3.166707,20132
BA,2922102,Mundo Novo,19146047,31753774,0.6029534324,"825,392",1811997,2.195316,50110
BA,2922201,Muniz Ferreira,6456452,11917035,0.5417834556,"497,308",1616297,3.250090,13816
BA,2922250,Muquém de São Francisco,12419411,23422224,0.5302404727,"578,250",2462125,4.257892,22117
BA,2922300,Muritiba,22079721,34268077,0.6443233392,"822,345",1631075,1.983444,66799
BA,2922409,Mutuípe,16444682,30270540,0.5432569682,"515,858",2339000,4.534197,50202
BA,2922508,Nazaré,21246939,34248779,0.6203707083,"470,000",2152249,4.579253,69939
BA,2922607,Nilo Peçanha,17889636,24327047,0.7353805185,"216,020",1144220,5.296824,37143
BA,2922656,Nordestina,12865912,21985827,0.5851911992,"110,400",1590704,14.408551,19314
BA,2922706,Nova Canaã,13986513,22422581,0.623769104,"450,270",1254995,2.787205,31097
BA,2922730,Nova Fátima,6954487,14770923,0.4708227557,"1,542,969",2076932,1.346062,14412
BA,2922755,Nova Ibiá,8877551,13526077,0.6563285966,"217,670",934774,4.294456,16940
BA,2922805,Nova Itarana,,,#DIV/0!,"407,152",1061959,2.608261,11987
BA,2922854,Nova Redenção,,,#DIV/0!,"613,224",439875,0.717315,14277
BA,2922904,Nova Soure,22477429,35387722,0.6351759194,"1,258,441",2293310,1.822343,42703
BA,2923001,Nova Viçosa,36370482,60834773,0.5978567832,"1,662,678",7513823,4.519110,155619
BA,2923035,Novo Horizonte,8654014,16543854,0.5230953827,"48,523",1078703,22.230633,20084
BA,2923050,Novo Triunfo,,,#DIV/0!,"111,657",605885,5.426322,18689
BA,2923100,Olindina,22070092,35775126,0.616911668,"1,623,663",3698530,2.277893,46449
BA,2923209,Oliveira dos Brejinhos,17313752,32829354,0.5273863061,"856,650",3233258,3.774305,37624
BA,2923308,Ouriçangas,7965624,13856865,0.5748503698,"450,210",798199,1.772948,14229
BA,2923357,Ourolândia,17030119,25428259,0.6697320021,"1,470,274",2317709,1.576379,37554
BA,2923407,Palmas de Monte Alto,21596002,33344378,0.6476654724,"1,789,428",2520201,1.408383,38960
BA,2923506,Palmeiras,6802111,13179676,0.516106085,"193,677",575599,2.971959,16945
BA,2923605,Paramirim,16917053,32135928,0.5264218065,"2,544,783",3260442,1.281226,42821
BA,2923704,Paratinga,26009991,41437710,0.6276889239,"1,367,496",1416495,1.035831,54326
BA,2923803,Paripiranga,,,#DIV/0!,"509,307",1709335,3.356201,74131
BA,2923902,Pau Brasil,,,#DIV/0!,"768,059",1265417,1.647552,19935
BA,2924009,Paulo Afonso,99681209,189945292,0.5247890481,"843,088",19741254,23.415410,942159
BA,2924058,Pé de Serra,13624132,22734898,0.599260745,"1,390,149",1949280,1.402210,30000
BA,2924108,Pedrão,5890910,12030307,0.4896724853,"500,000",1015361,2.030722,11864
BA,2924207,Pedro Alexandre,,,#DIV/0!,"641,381",967881,1.509058,30010
BA,2924306,Piatã,,,#DIV/0!,"277,095",668699,2.413245,29448
BA,2924405,Pilão Arcado,30257389,51812097,0.5839831088,"1,196,980",2659013,2.221435,49782
BA,2924504,Pindaí,14450393,22869552,0.6318616355,"815,780",3712045,4.550302,26293
BA,2924603,Pindobaçu,18341434,32399083,0.5661096572,"1,080,536",2121173,1.963075,33237
BA,2924652,Pintadas,10041956,17332783,0.5793619905,"664,504",1438564,2.164868,18702
BA,2924678,Piraí do Norte,9483430,14701079,0.6450839797,"617,790",1221071,1.976515,19283
BA,2924702,Piripá,,,#DIV/0!,"601,920",743664,1.235486,19145
BA,2924801,Piritiba,20833390,28139272,0.7403670773,"999,824",4537953,4.538754,41346
BA,2924900,Planaltino,8012594,14896710,0.5378767433,"493,003",640141,1.298452,15720
BA,2925006,Planalto,17608353,33184247,0.5306238358,0,692538,#DIV/0!,51772
BA,2925105,Poções,,,#DIV/0!,"2,570,070",0,0.000000,103767
BA,2925204,Pojuca,52190718,85306941,0.6117992001,"1,635,214",5783423,3.536799,450637
BA,2925253,Ponto Novo,,,#DIV/0!,"91,361",1591921,17.424584,30570
BA,2925303,Porto Seguro,125653071,185651082,0.6768238012,"1,340,000",14440062,10.776166,429228
BA,2925402,Potiraguá,7886734,14309473,0.5511547234,"2,005,114",1433477,0.714910,21733
BA,2925501,Prado,26371125,51151805,0.5155463223,"4,913,245",7795483,1.586626,141995
BA,2925600,Presidente Dutra,13530030,20931728,0.6463885733,"525,092",2013514,3.834593,25135
BA,2925709,Presidente Jânio Quadros,13163843,22267423,0.5911704736,"1,808,770",5483333,3.031526,20792
BA,2925758,Presidente Tancredo Neves,18587347,38107955,0.4877550326,"1,099,472",2190892,1.992677,51209
BA,2925808,Queimadas,,,#DIV/0!,,,#DIV/0!,46638
BA,2925907,Quijingue,21866783,41307182,0.5293699952,"28,300",1631620,57.654417,49083
BA,2925931,Quixabeira,8285797,13571177,0.6105437584,"381,993",700183,1.832972,15511
BA,2925956,Rafael Jambeiro,,,#DIV/0!,"116,000",1072019,9.241543,50351
BA,2926004,Remanso,,,#DIV/0!,0,2651914,#DIV/0!,76599
BA,2926103,Retirolândia,12521874,18860813,0.6639095467,"196,020",822973,4.198413,27932
BA,2926202,Riachão das Neves,19664623,40690336,0.4832750274,"111,451",2338766,20.984702,120542
BA,2926301,Riachão do Jacuípe,24861057,38205729,0.6507154093,"1,601,920",2542766,1.587324,65292
BA,2926400,Riacho de Santana,23045729,43545569,0.5292324732,"654,135",2235380,3.417305,82463
BA,2926509,Ribeira do Amparo,17006564,24442748,0.6957713358,"80,556",1039199,12.900287,25425
BA,2926608,Ribeira do Pombal,41678675,63338124,0.6580345699,"678,809",6390622,9.414470,120411
BA,2926657,Ribeirão do Largo,10361039,17020589,0.608735608,"432,270",799581,1.849727,25436
BA,2926707,Rio de Contas,8513252,16955641,0.5020896854,"689,652",1044648,1.514747,27545
BA,2926806,Rio do Antônio,13234322,21210736,0.6239444914,"774,723",1221110,1.576190,26192
BA,2926905,Rio do Pires,10187704,17919673,0.5685206362,"860,000",1620031,1.883757,20152
BA,2927002,Rio Real,33017714,51396378,0.6424132391,"2,552,118",3816879,1.495573,102560
BA,2927101,Rodelas,9550769,15253052,0.6261545951,0,631802,#DIV/0!,16270
BA,2927200,Ruy Barbosa,21524185,39849048,0.5401430195,"830,232",2201439,2.651594,63929
BA,2927309,Salinas da Margarida,15385574,25667850,0.599410319,"743,563",6582640,8.852839,32197
BA,2927408,Salvador,1738705029,3665548425,0.4743369416,"74,829,244",285585894,3.816501,16395438
BA,2927507,Santa Bárbara,17388378,25922655,0.6707792166,0,1055863,#DIV/0!,38845
BA,2927606,Santa Brígida,14286351,25349615,0.563572726,0,705719,#DIV/0!,26593
BA,2927705,Santa Cruz Cabrália,30429875,47677896,0.638238617,"885,804",2306202,2.603513,101735
BA,2927804,Santa Cruz da Vitória,,,#DIV/0!,"1,517,210",3276169,2.159337,12996
BA,2927903,Santa Inês,8456120,16116672,0.524681553,"1,955,868",1364600,0.697695,18583
